Aerial & pole studios - edit
Aerial & pole studios,,,,,
Longitude,Latitude,Z,Name,Note,URL
-105.0005424,39.777122,0,Circus Collective,,
-76.5000772,42.4387179,0,Circus Culture,,
23.7153934,37.9816646,0,Circus Dayz -The circus school of Athens,,
-8.450014,51.897262,0,Circus Factory,,
-0.1554246,51.5401621,0,Circus Glory,,
24.9704598,60.1872615,0,Circus Helsinki association ry,,
31.0085207,30.0320042,0,Circus Hub Egypt,,
-93.1539689,44.9113286,0,Circus Juventas,,
173.878564,-35.9346786,0,Circus Kumarani Creative Community Centre,,
-122.6731994,49.1764073,0,Circus Lab,,
-1.5195242,53.819632,0,Circus Leeds,,
150.8929019,-34.3886173,0,Circus Monoxide,,
2.243775,48.8360869,0,Circus Nomade - Arts Center Du Cirque,,
4.1533764,51.1716802,0,Circus Punt Sint-Niklaas,,
-111.0169558,32.2571317,0,Circus Sanctuary,,
-3.744294,40.4153177,0,Circus School Carampa,,
-1.7165247,53.007345,0,Circus Strong,,
18.0092125,49.5949011,0,Circus! Dance Studio,,
-5.9260669,54.6020755,0,Circusful (Belfast Community Circus School),,
-1.8946035,52.4326853,0,CircusMASH,,
3.6938687,51.0523897,0,Circusplaneet vzw,,
115.7494848,-32.0509465,0,CircusWA,,
4.2807614,52.0715476,0,Circuswerkplaats Circaso,,
-123.041838,49.281922,0,CircusWest,,
17.8574831,59.2404829,0,Cirkus Cirkör,,
4.7041011,50.8679922,0,Cirkus in Beweging,,
16.4504305,43.5125639,0,Cirkus Kolektiv,,
17.0618549,48.1503342,0,CirKusKus - Prvá škola nového cirkusu,,
6.1697619,47.6307299,0,Cirq'evasion,,
23.7250178,37.9619826,0,CirQ'ulation Locale Athens - Pole Dance & Movement,,
24.0293232,35.4977949,0,Cirqles Aerial Creartivity,,
2.3450892,48.8233674,0,Cirqu'aouette,,
-147.7226793,64.8118877,0,Cirque Alaska,,
-80.1597656,25.9018838,0,Cirque Art Studio,,
-149.5793912,61.3194433,0,Cirque Boreal - Eagle River,,
-73.5970437,45.5269816,0,Cirque Célestial,,
-2.7396983,51.1265726,0,Cirque de Silk,,
-78.6440946,35.7785893,0,"Cirque de Vol Aerial, Yoga, Fitness & Circus Community",,
-94.1765253,45.5551485,0,Cirque Du Cloud: Aerial Arts,,
-111.9703094,41.2052294,0,Cirque du Kairos,,
-111.8977538,40.9266641,0,Cirque du Kairos,,
174.9004182,-36.9573726,0,Cirque It Pole & Aerial Arts,,
-2.0478813,52.4643712,0,Cirque L'amour Aerial Arts and Pole Dance Academy.,,
-95.4619521,29.8093032,0,CIRQUE LA VIE,,
-118.3129919,34.1012397,0,Cirque School,,
-93.718529,41.5686759,0,Cirque Wonderland Studios,,
-79.445484,43.6683394,0,Cirque-ability,,
-52.7638299,47.5602299,0,Cirque'letics School of Circus Arts Newfoundland,,
-5.8995268,54.5892103,0,CIRQUEfit NI,,
-73.9983487,40.7573757,0,CirqueHaus,,
-86.143925,39.7759178,0,Cirqueindy,,
14.4425808,50.0651228,0,CIRQUEON - centrum pro nový cirkus,,
-0.5565288,51.3112225,0,CirqueScape,,
115.8996,-31.95612,0,Cirquest Circus School,,
-79.9429226,37.2715319,0,Cirqulation Aerial Arts & Fitness,,
-47.8999284,-15.7390001,0,Cirqus Acroesportes,,
-58.5830654,-34.4209938,0,Civil Circus Arts Association,,
-3.1869886,55.9707778,0,Clan Fit Edinburgh,,
2.1462714,41.3841268,0,Clandestí Pole Dance,,
-74.0642634,40.905256,0,CLAQ HAUS Pole Fitness,,
-81.6623651,41.5072645,0,Cleveland Eclectic Dance,,
-2.2196427,53.4760132,0,Cloud Aerial Arts,,
-94.3593895,38.8993449,0,Cloud Nine Aerial Arts,,
104.4066623,1.1993886,0,Club Med Bintan - Indonesia,,
-58.5250034,-34.5729036,0,Club Social y Deportivo Almafuerte,,
124.1203238,24.4804696,0,ClubMed Kabira Beach,,
98.9997618,18.7850795,0,CNX Pole,,
7.4134246,43.7281005,0,Coaching And Pole Monaco,,
121.4918,31.25463,0,Coco Pole Dancing,,
-118.2608165,34.0333975,0,CoCreate Pole Fitness,,
-117.416736,47.655358,0,"Coil - Yoga, Bellydance, & Aerial",,
-3.6659819,40.1914652,0,Colga2 Centro Acrobático,,
14.2402667,36.0447099,0,Colibri Aerial Fitness Academy,,
-71.1084213,42.3047244,0,Commonwealth Circus Center (C3),,
11.2451387,43.7665559,0,COMPAGNIA COLONNA FIRENZE,,
115.9248622,-32.0644387,0,Core Fusion Pilates & Pole - Perth,,
145.1625053,-38.1073626,0,Core24 Pole Dancing Studio,,
2.0307238,41.4903934,0,Crac,,
-115.2024178,36.0930062,0,Craft Motions Aerial Studio,,
-0.391784,39.5010478,0,CREAT. Formació i Creació en Arts del Circ,,
-90.0970997,29.975818,0,Crescent City Aerial Arts,,
2.4537823,41.5404004,0,CRONOPIS espai de circ de Mataró,,
10.0484355,53.6915455,0,CSS Aerial Dance Studio,,
-79.9468544,39.6074535,0,CTA (Champion Training Academy),,
-89.6424784,21.0200401,0,Curioso Circo,,
-1.4186572,53.2215724,0,Dakini - Formerly Pole Athletes,,
-74.4964278,40.6185018,0,Dakini Movement Studio,,
-96.885613,32.86038,0,Dallas Circus Center - Gym and Fitness,,
106.7195221,10.7971558,0,Dan Poledance Studio,,
-82.7474214,27.9792947,0,Dance and Circus Arts of Tampa Bay,,
37.6627483,55.7477715,0,Dance and Circus Project - Первая студия воздушной гимнастики и растяжки,,
151.197341,-33.8711817,0,Dance Darling 24,,
-90.5191896,14.5893968,0,Dance Factory • Las Américas,,
26.1053744,44.4343421,0,Dance Room,,
17.0167777,51.10624,0,Dance School No Limits,,
50.2238256,53.257114,0,Dance Studio Lite,,
76.8926332,43.2535255,0,Dance Studio Vertical,,
-2.084222,57.1550692,0,DanceFitFly SCIO,,
-1.4909389,55.0163212,0,Danceplex,,
121.5272382,25.0647859,0,Dancing Cloud 舞雲工作室,,
151.2024004,-33.8895074,0,Dancing in the Air,,
100.5535808,13.8946974,0,Dancing in the Moonlight Pole & Yoga Studio,,
18.0623988,59.3387657,0,Dancing Queen,,
-98.2771401,19.050199,0,Danza Aerea Aura,,
-99.1409648,19.4144693,0,Danza Aérea México,,
115.0961547,-8.8166222,0,Danza Uluwatu,,
-84.0451318,9.9332292,0,Danzaire,,
15.0860301,37.5352634,0,DanzArt Studio ssdrl,,
4.828047,45.214401,0,Dauphi'cirque En Drôme,,
7.6144077,47.5408043,0,Dayuma - Pole & Acrobatics,,
121.5203384,25.0634881,0,Dazzling Pole Studio 達思鋼管舞蹈教室 (中華民國空中極限競技舞蹈協會),,
4.6993726,50.8764223,0,Dc Pole Studio - Leuven,,
-117.0704718,32.9867467,0,De Leon Dynamics,,
-88.2071798,40.111199,0,Defy Gravity - Pole Fitness and Aerial Arts Studio,,
120.9513712,14.819959,0,Defy Gravity Pole and Aerial Studio,,
2.1571499,41.38961,0,Del Revés Yoga y Circo,,
-6.952722,37.2599986,0,Delarte Pole Dance Studio,,
20.4782907,44.7949423,0,Delight Pole Dance,,
-3.8918313,40.5035198,0,Despegaerial. Clases de telas aéreas y Bungee fit Madrid,,
-83.0439529,42.349575,0,Detroit Flyhouse Circus School,,
-73.5815146,45.4852977,0,DG Studio 77,,
13.5555863,43.4682333,0,Diamond Ballet asd,,
115.7648696,-31.7495056,0,Diamond Dance,,
-84.4023158,39.136942,0,Dimension Fitness,,
1.4216331,38.9072728,0,Diosas Pole Dance Ibiza,,
103.8485274,1.2771468,0,Diva Pole Academy Singapore,,
-77.3741115,38.9575565,0,DivaFit Pole and Aerial Fitness,,
-76.9393,38.824652,0,Divas And Dolls Fitness,,
-77.523403,38.800645,0,Doll House Pole Fitness,,
-96.8896973,32.8983497,0,Dollhouse Fitness,,
-93.2462232,45.0042644,0,Dollhouse Pole Dance Studio,,
11.5257413,48.1962649,0,"Doris Tanzdiele - Studio für Tanz, Fitness und Kreativität",,
-83.9530712,36.0055984,0,Dragonfly Aerial & Circus Arts Studio,,
-104.7207722,38.9446452,0,Dragonfly Aerial CO,,
-93.242485,44.9905128,0,Dragons Lair Performing Arts,,
20.4101583,44.8381523,0,Dragontail Pole Dance Studio,,
106.678432,10.779659,0,Dream Pole and Dance Studio,,
151.2105741,-33.8848906,0,Duality Pole Dancing Studio,,
55.2119774,25.1194228,0,Dubai Circus School,,
-6.3729491,53.3365325,0,Dublin Circus Project,,
-3.6535888,40.4619628,0,DUPLAS FIT - POLE DANCE MADRID,,
17.291323,40.9475588,0,Dynamic Wellness Lab,,
114.1705951,22.3144672,0,Earth Yoga,,
4.8142943,52.4596251,0,east side studio,,
1.5698498,48.4605293,0,Eclipse Studio - Sport Et Minceur,,
6.5915096,46.5325987,0,Ecole de Cirque de Lausanne,,
-71.2296474,46.8243714,0,École de cirque de Québec,,
-81.7019695,41.4989422,0,Ecole de Pole Cleveland,,
-0.1208024,51.4702405,0,Ecole de Pole London,,
-73.6135406,45.5616416,0,École Nationale de Cirque,,
26.10033,44.4413489,0,Ecstatic Expansion Dance School,,
2.1580649,48.8687796,0,Eden's Pole 92,,
-6.2034934,36.6168292,0,Efesto Theatron,,
-3.704451,40.41107,0,EL HORNO,,
-3.6256596,40.5381829,0,EL INVERNADERO - Espacio profesional y Escuela de Circo,,
100.5655127,13.7404362,0,Elegance Pole & Fitness Studio,,
-119.6845681,34.4245117,0,Elemental Aerial Arts,,
152.9181773,-26.7127431,0,Elevate Aerial Academy,,
28.042417,-26.0389731,0,Elevate Fitness Studio,,
176.8822403,-39.5048353,0,Elevate Studios,,
-112.0774743,33.4590667,0,"Elevate Yoga & Wellness — Aerial Yoga Studio in Phoenix, Arizona",,
-81.3766835,28.5066757,0,Elevate Yoga Center,,
-84.5132527,39.169278,0,Elevated Aerials,,
-88.8185074,43.4583206,0,Elevated Yoga,,
121.0614491,14.6419612,0,Elite Aerial Arts,,
12.4621634,55.6852673,0,ElitePole,,
12.4848444,55.6932672,0,ElitePole,,
12.524982,55.7077289,0,Elitepole,,
12.634503,55.63848,0,ElitePole,,
4.4257448,51.2302033,0,Ell Circo D'ell Fuego,,
-76.7959048,18.0156917,0,Ellani Aerial Studio,,
-49.2641065,-25.4505176,0,Elô Alcântara Studio de Dança,,
-1.8291404,53.6416347,0,"Elysium Studios ~ Aerial Arts, Fitness & Wellbeing",,
-118.1531364,33.7974962,0,Embody Alternative Fitness,,
-118.0419518,33.753812,0,Embody Alternative Fitness,,
-122.3255602,47.5795259,0,Emerald City Trapeze Arts,,
9.0055882,39.2930353,0,Emoxion,,
174.7759852,-41.2925368,0,Empire Aerial Arts,,
8.7632419,52.0713562,0,Empire Pole - Akrobatikschule für Körperkunst und Fitness,,
0,0,0,"Empower Fitness Studio - Half Moon Lane, Alford",,
-73.5169982,41.0675087,0,Empowered Aerial Fitness,,
116.0110484,-31.8918841,0,Empowered Centre,,
-82.553744,35.589042,0,Empyrean Arts,,
1.150885,41.1062221,0,EN EL AIRE studio,,
-0.3411855,39.4715095,0,Encanto Vertical - Pole Dance en Valencia,,
174.8218489,-41.3097554,0,Endorphinz Fitness Club,,
8.4201879,40.8226912,0,Enjoy The Pole Vertical Dolls,,
-122.5713918,38.0990702,0,Entangle & Sway Pole Dance Fitness,,
-122.4430745,37.7856473,0,Entangle & Sway Pole Dance Fitness,,
0.4472777,51.600771,0,Envy Aerial Arts,,
24.9799151,60.1875357,0,Epic Training Center,,
-21.8889227,64.1481358,0,Eríal Pole,,
1.4769349,43.6235809,0,Ésacto'lido,,
-49.2320655,-25.456593,0,Escola de Dança You Dance,,
-5.607297,36.0097927,0,Escuela Circo Volátil.,,
-3.6435488,40.3758074,0,Escuela de Circo Arte Olimpia,,
-90.504047,14.6459447,0,Escuela de Circo Bat´z,,
-0.409171,42.1475933,0,Escuela de Circo Capicúa,,
-3.7061088,40.6053701,0,Escuela de Circo Diverso,,
-15.4309749,28.0938336,0,Escuela de Circo MSB - Sede Mundo del Revés,,
-15.4533002,27.8526861,0,Escuela de Circo MSB - Sede Vecindario,,
-15.4325981,28.1365263,0,Escuela de Circo MSB - Sede Zona Aérea,,
-4.049347,43.344134,0,"Escuela de Circo y Teatro Físico de Torrelavega, Cantabria",,
-15.4292059,28.1194596,0,Escuela de Danza Miriam Juan,,
-71.1067771,42.3813483,0,Esh Circus Arts,,
-13.4900004,29.0008913,0,Espacio Airearte,,
-0.5227877,38.3020775,0,Espacio Fractal,,
-13.5466456,28.9646539,0,Espacio Guanire Circo,,
-58.4464579,-34.5860101,0,Espacio Hache,,
-3.7445618,40.3864905,0,Espacio Puntocero Carabanchel,,
-3.7020716,40.4032825,0,Espacio que Vuela,,
3.8423774,40.0068863,0,Espai Bokashi-Menorca,,
5.9984683,43.3167953,0,Esprit De Cirque,,
0.1754128,51.5757236,0,Essex Pole and Tone Fitness,,
-0.7231508,38.2809818,0,Estudio Airearte,,
-49.2962821,-25.4609181,0,Estúdio Plural- Pole Dance e Aéreos,,
13.782931,45.6541832,0,Etere - Pole Dance & Aerial Studio,,
-123.3043934,42.4299815,0,Ethereal Rebels - House of Flight,,
103.8519697,1.2989163,0,Euphoria Pole & Aerial,,
14.5536855,53.4273405,0,Euphoria! Pole Dance,,
-93.6419542,45.2129586,0,Eureka Aerial,,
-73.9258439,40.7085685,0,EveryBody's Nimble,,
-118.3671991,34.0514631,0,Evolve Sanctuary Pole and Infrared Sauna Studio,,
151.1540378,-33.851243,0,Exclusive Pole Dancing Sydney (Drummoyne),,
151.1980643,-33.8031848,0,Exclusive Pole Dancing Sydney (Willoughby),,
8.5251208,52.0167882,0,"exQUIsuite, Luftakrobatikschule",,
14.2459972,40.8485297,0,ExVoto aerial studio Napoli pole dance,,
-99.1104503,19.2995852,0,"Exxpresion, Estudio de danza Boutique",,
139.768202,35.698958,0,EyeCandyポールダンス秋葉原スタジオ,,
31.2177,30.0616776,0,F Square,,
103.8431969,1.2927305,0,Fable Dance Co.,,
0,0,0,"Fairy Dance Studio - Creative Community Park, Chaoyang District, Beijing 100024",,
105.8443616,21.0417104,0,Fairy Garden - Aerial & Yoga,,
121.2494604,24.9308585,0,FairyFly Studio,,
-46.6864651,-23.6219283,0,Fama Circo e Pole,,
121.0235728,14.5607701,0,Fame Artists' Studio,,
11.5038409,48.0922983,0,Fanlin Studio - Pole & Aerial Dance München,,
115.8128786,-31.785449,0,Fantasy Fitness and Dance,,
105.816337,21.0223142,0,Fee Aerial Hub,,
10.0397451,53.5752553,0,FEEL GOOD FACTORY: Pole • Stretch • Fly,,
24.1357743,56.9511311,0,FEEL GOOD: pole dance & workout,,
2.1910642,41.3951906,0,Feeling Woman,,
-71.5553342,-33.0246761,0,Felines Pole Dance Studio,,
-8.5775836,52.68504,0,Fidget Feet Aerial Dance,,
-6.4925841,52.3291827,0,Fierce Fitness - Tracey Morris PT,,
-6.5867352,53.3652496,0,Fierce Fitness Dance Studio,,
8.6847959,47.3680953,0,filacro,,
14.4051512,50.0982511,0,Firefly dance studio - Hradcanska,,
-104.7946488,38.8784787,0,Fit Body & Pole,,
140.5988137,-34.2839065,0,Fit to Fly,,
101.6216366,3.1172934,0,FITsy SS2 PJ,,
13.42292,52.5136616,0,Fl'air Studios - Aerial Arts and Fitness,,
25.2512139,54.6934747,0,Flame - Akrobatikos ir šokio namai,,
4.733804,52.6409771,0,Flamingo Aerial,,
100.561743,13.7565366,0,Flare Pole Studio,,
114.1515295,22.2859962,0,Flaunt Studio Hong Kong,,
-99.1544229,19.4188465,0,Flawless Studio,,
-4.7029139,55.9355057,0,Flex UK Circus School,,
-74.6075293,40.8551485,0,Flight Aerial & Pole Dance,,
0.8409918,51.9281387,0,Flight Aerial Arts,,
26.7002534,58.3767522,0,Flight Club,,
9.1522238,45.4412261,0,Flight Club Milano,,
-88.0313714,42.1387947,0,Flight Fitness Studio,,
174.7568319,-36.8620016,0,Flip N Fly,,
31.206895,-29.4939922,0,Flipside Aerial,,
-86.2199707,43.1559982,0,Flirt Fitness MK,,
-85.5819624,43.0543887,0,Flirt Fitness Studio,,
6.1343305,49.6034927,0,Flirty Pole Studio,,
-75.6981768,39.7903565,0,Floorplay Studio,,
-16.5601762,28.0789946,0,Floridi Pole Dance Studio & Pilates,,
-3.6998282,40.4572726,0,Flow escuela de baile y pole dance EN MADRID,,
28.2874329,-25.7600513,0,Flow Studios,,
7.869279,47.3043186,0,FLOW. Polefitness & Dance GmbH in Rothrist und Unterentfelden,,
18.0596461,59.3147775,0,FLOWStockholm,,
-81.3772754,28.5585531,0,Flutter Fitness Studio,,
-122.2981265,37.8683189,0,Flux Vertical Theatre,,
2.6526025,39.5908325,0,Fly & Fit pole dance Palma de Mallorca,,
-80.056592,26.5265131,0,Fly & Flow Fitness,,
19.1937141,47.5120963,0,Fly Baby!,,
-88.4049984,44.2547999,0,Fly Circus & Aerial Arts,,
-90.1033572,29.9209091,0,Fly Circus Space,,
-0.2830219,52.6107981,0,Fly Fit Studio,,
-104.5853049,50.4559974,0,FLY Fitness & Aerial Arts,,
-93.1828787,44.965352,0,Fly Freak Studio,,
2.6583,39.57112,0,"Fly High Mallorca-pole dance, artes aereas, antigravity & more!",,
2.908721,39.7182578,0,"Fly High Mallorca-pole dance, artes aereas, antigravity & more!",,
17.5724678,48.3621757,0,Fly High Trnava,,
100.5440118,13.7822107,0,Fly Me to the Moon Pole & Aerial studio,,
7.6826746,45.0919554,0,Fly Royal Academy ASD,,
-75.07275,40.4990346,0,Fly School Circus Arts,,
114.2259312,22.310454,0,Fly Tonight,,
114.177237,22.2769572,0,Fly With Jessy - Pole & Aerial Movement Coaching,,
121.222804,24.962207,0,Fly Yoga,,
136.9733161,35.1612427,0,Fly’n Fit trapeze studio,,
114.1866609,22.311344,0,Flyarts & Aerials HK,,
114.1759037,22.2788581,0,Flyaway Aerial Studio HK,,
-15.442539,28.1331524,0,Flyaway-outdoor,,
0,0,0,"Flyay Studio - Lai Chi Kok Station, Hong Kong",,
-0.1017654,51.5031717,0,Flying Fantastic,,
-0.0706761,51.472272,0,Flying Fantastic - Peckham,,
18.7939115,-33.9868674,0,Flying Fitness Aerial Studio,,
-0.7922924,37.861852,0,Flying Fitness Horadada,,
23.7117845,37.9519832,0,Flying Flow - pole dance and aerial acrobatics,,
115.8810043,-31.8573875,0,Flying High Pole Dance Studio,,
-6.2238658,53.283288,0,Flying Monkeys Trapeze,,
99.8292236,10.0953407,0,Flying Trapeze Adventures Koh Tao,,
8.645209,47.378207,0,Flyingdance - School of Circus Arts,,
30.9599294,30.0527747,0,FlyZone Egypt,,
-96.7791323,46.8813376,0,FM Aerial & Movement Arts,,
106.6886132,10.791595,0,FOENIX STUDIO,,
5.0810622,51.5396971,0,Fontys Academy of Circus and Performance Art,,
-105.0312428,40.5623794,0,Fort Collins Circus Center,,
6.5826632,53.2217455,0,Foundation Youth Circus Santelli,,
-73.9923498,40.7482509,0,Foxy Fitness and Pole Training Studios,,
-74.0196472,40.7902057,0,Foxy Fitness and Pole Training Studios NJ,,
115.1435505,-8.6523225,0,Foxy Pole Studio Bali,,
-87.8496965,41.4859679,0,Frankfort Circus Center,,
-2.974052,56.4644769,0,Freebird Studio,,
-3.8052506,40.340654,0,Freedom Academy,,
-3.1862061,55.9710876,0,Freedom of Flight Aerial,,
115.719381,-32.5336386,0,Freedom Studio Mandurah,,
-0.0085411,53.3792293,0,Freestyle Fitness,,
-105.2263347,40.0300805,0,Frequent Flyers Aerial Dance Studio,,
-47.048031,-22.876931,0,Freya Aero Dance,,
-73.9539377,40.6856708,0,Full Circle Brooklyn,,
-117.2404089,33.1986941,0,Full Moon Pole & Dance Studio,,
4.390144,50.8138795,0,Full Moon Studio,,
4.3969628,50.8377072,0,Full Moon Studio,,
4.4014897,50.833114,0,Full Moon Studio,,
22.488264,51.2518619,0,Fundacja Sztukmistrze,,
8.3095592,47.4829239,0,Funky Monkey - Aerial Fitness Studio,,
-2.3759701,51.3813332,0,Funky Monkey Studio,,
106.8066275,-6.2880555,0,FURIMA Studio,,
20.9934466,52.168142,0,G-Spot,,
14.4866853,40.9296473,0,GabLis Circus,,
-82.3256203,29.6700213,0,Gainesville Circus Center,,
-80.7352992,28.3569437,0,"Galactic Gymnastics, Inc.",,
-0.4086915,51.8852323,0,Galaxy Gymnastics Club,,
-99.1753225,19.394404,0,Galería 147,,
-3.7138158,40.4346538,0,Garage Underground,,
-9.1646463,38.8289833,0,Gato Ruim - Teatro Circo,,
-92.2734601,34.7440543,0,Gemini Fitness,,
-87.6597274,41.9892661,0,Get a Grip Trapeze,,
-87.6475633,41.9769741,0,Get a Grip Trapeze - Foster Beach,,
-3.4443581,56.401386,0,Get Fit and Fly - Pole Fit Perth,,
-2.239448,53.488396,0,GFFDamian Dance Studio,,
-99.4667537,19.1742199,0,Gimnasio Olimpia,,
5.0364111,45.1448394,0,"Gîte ""Au Trapèze Volant"", École de Trapèze Volant ""Les Siamangs""",,
6.881301,52.2307804,0,giuliaonair - Aerial acrobatics school,,
114.222866,22.3110621,0,Glam Pole & Aerial Dance Studio,,
-3.6944771,40.3895933,0,Glow Up- Pole Studio Legazpi,,
-80.1008585,32.9928416,0,Goddess Dance Studio,,
-147.7880019,64.8480841,0,Golden Heart Performing Arts,,
121.0198676,14.5747754,0,Good Girls Club Pole Studio,,
80.3815154,5.9767157,0,Good Story Nirbana,,
-49.2583845,-25.4132255,0,Gravitarte Studio - Pole Dance e Danças,,
-104.9185811,39.6787421,0,Gravity Aerial Arts,,
8.5427483,47.4165307,0,Gravity Arts,,
8.2960711,47.0292242,0,Gravity Arts Luzern | Pole Dance Studio in Kriens,,
-79.9786766,39.6384794,0,Gravity Falls Pole,,
31.3867052,30.1026358,0,Gravity Studio,,
-99.1657183,19.3988924,0,GRECON Art House,,
-114.055514,50.9923167,0,Green Fools Theatre Society (Studio G),,
-1.4321119,53.4066211,0,Greentop Community Circus Centre,,
103.8519697,1.2989163,0,"Groove Studio (Pole Dance | Aerial Silk, Hoop, Hammock | Yoga | Flexibility & Strength | Chair/Heels Dance | Studio Rental)",,
-75.4585497,39.9737477,0,Grounded Aerial,,
121.3813131,31.1846375,0,GT Fly Dance Studio,,
-84.2294765,30.4525245,0,Gym Force Gymnastics & Aerial Arts,,
11.2997245,43.8185391,0,Gym P.V.M. - POL,,
14.3035036,40.9414282,0,Gymnia Ginnastica Artistica Afragola-Cardito,,
103.8363441,1.301527,0,Hale Yoga Somerset,,
-63.5718354,44.6437407,0,Halifax Circus,,
-35.2025615,-5.8202293,0,Hangar42 - Calistenia,,
100.6453912,13.8789862,0,Hanging Point,,
121.5461404,25.0282097,0,Hangout 瀚奧空中。瑜珈,,
105.8275408,21.0664794,0,Hanoi Pole Mania,,
105.8204803,21.0109863,0,Hanoi Pole Mania Trung Liet Studio,,
-82.3288582,29.6735037,0,Happy Kiss Pole Dance,,
-97.5327356,35.4636542,0,Haus of Pole,,
176.8096013,-39.4961458,0,Hawkes Bay Flying Trapeze,,
18.0060379,53.1062826,0,Haze Dance Studio,,
-86.7379548,33.3806619,0,Head Over Heels Gymnastics,,
-2.1334384,52.5716824,0,Heart & Soul Pole Dance and Fitness,,
100.8691643,12.9068862,0,Heartbeat Studio,,
-83.0021083,39.9767064,0,Heartfelt Pole Studio,,
0,0,0,HeartSpace - near Zhongxiao Fuxing,,
-1.4890055,52.9264867,0,Heat Studios,,
29.9210786,31.2057592,0,HERA Aerials,,
-79.3369301,43.6540209,0,Hercinia Arts Studio,,
175.280871,-37.7862119,0,HIGH ABOVE,,
-89.969525,35.1434035,0,High Expectations Aerial Arts,,
19.0639553,47.5044801,0,HIGH FLY Budapest Professional Pole & Aerial Studio,,
24.7442464,59.4253515,0,HIGH TRIBE Aerial Studio,,
-2.0216967,43.3033399,0,Hola Circo,,
-74.7816473,40.301288,0,Honor Yoga Pennington,,
-77.4338763,37.5262754,0,Host of Sparrows Aerial Circus,,
-99.154905,19.349438,0,House Arts and Contemporary Circus,,
13.7917353,45.6510249,0,House Of Aerialist ASD,,
3.4701258,6.4392657,0,House of Awesome Artistic Hub,,
100.6023344,13.7975327,0,House of Circus Pole & Aerial Studio,,
-8.7044415,37.1132612,0,House of Honey Aerial Studio & Retreat Center,,
12.5404627,55.684754,0,House of Pole,,
23.6980113,37.9601593,0,House of Pole by J&C Kallithea,,
-73.9236,40.7068,0,House of Yes,,
100.5759776,13.7510696,0,HOYHON CIRCUS,,
-73.9845819,41.9669711,0,Hudson Valley Circus Arts,,
-95.410138,29.7847729,0,Hunter Dance Center,,
100.5807121,13.7260781,0,I can fly Aerial Studio,,
100.5355663,13.788098,0,I can fly Aerial Studio Rama6,,
18.3705356,43.8481676,0,I Can Pole Dance Studio,,
-73.5777093,40.7284856,0,I.FLY Trapeze,,
1.4354358,38.9178518,0,ICARUS IBIZA Circus Center,,
105.8619805,21.0248698,0,Icon Pole Dance Studio,,
103.8864248,1.3361782,0,IDANCE YOGA & FITNESS STUDIO,,
103.8481705,1.2782636,0,IDANCE YOGA & FITNESS STUDIO (Tg Pagar),,
-0.7615086,51.1129412,0,IFLY Aerial Fitness,,
135.4577243,34.6679179,0,Ikura Circus,,
24.9272836,60.1983251,0,Impi Studio - Impi Store,,
-82.670063,27.822062,0,Impulse Studios Pole Dance & Exotic Fitness,,
-82.3155288,27.8927707,0,Impulse Studios Pole Dance for Fitness,,
-76.6309373,39.2825465,0,In the Dark Circus Arts,,
-49.3109414,-25.4797616,0,In.Verso Pole Studio,,
-73.9956057,40.6738693,0,IncrediPole,,
-75.443801,41.826179,0,Independent Lake Camp,,
152.9998724,-27.0758416,0,Infinity Dance & Performing Arts,,
-0.3742368,39.4941518,0,Infinity Estudio,,
152.7044786,-27.5756213,0,Infinity Pole Aerial Dance,,
9.7378518,52.3703106,0,Infinity Polefitness,,
-117.5127778,34.1205556,0,Inland Empire LUX Dance Studio,,
-97.8048095,30.4467716,0,Inner Diva Studios,,
-95.3604846,29.740549,0,Inner Me Studios,,
19.045246,47.4683813,0,Inspiral Circus Space,,
10.6674605,59.4360077,0,Inspirals Pole & Aerial,,
-122.2131184,37.4760026,0,Inspiration Studios,,
151.2778781,-33.7623666,0,Integral - Aerial | Movement | Society,,
-82.6788024,27.7494506,0,Intice Dance Fitness Pole Dance Fitness & Boutique,,
103.8600594,1.31295,0,Into The Clouds,,
73.8243611,18.4927939,0,Inverse Aerial Arts,,
-2.8045035,54.0552742,0,Inversion Pole & Aerial Fitness Lancaster,,
30.5303003,50.4192854,0,Inversion Pole&Hoop,,
-5.9494806,54.600576,0,Inverted Pole Academy,,
-2.0899036,57.1469951,0,Inverted: Circus and Pole Fitness,,
20.4127458,44.8292235,0,Invictus Pole Dance,,
-71.5442689,-33.0128431,0,INVICTVS VIÑA DEL MAR,,
-93.7385104,41.6689934,0,Iowa Circus Arts,,
-0.4882852,38.366348,0,IPD - POLE DANCE ALICANTE,,
106.8154449,-6.2457198,0,Ipda Pole Dance Studio,,
10.1912193,56.1685244,0,iPole Aarhus,,
-8.5777387,52.6850195,0,Irish Aerial Creation Centre,,
14.1893981,40.8218031,0,Iron Angels studio,,
-79.9760706,40.425701,0,Iron City Circus Arts,,
-113.0816735,37.6878269,0,Iron Cliffs Gym,,
5.1731666,52.2261696,0,Iron Forest Studio,,
-3.8464876,40.4423791,0,Isabel García,,
-123.3690438,48.4376686,0,Island Circus Space,,
149.0892162,-35.3516898,0,iSpin Aerial Dance Studio,,
105.8332451,21.015923,0,ISPIN POLE ART,,
10.9258252,44.6564796,0,ITALIA POLE & AERIAL® - Progetto Nazionale,,
106.733416,10.7877401,0,J Studio - Aerial Art & Yoga,,
-84.4073766,42.2462589,0,Jackson School of the Arts & Jackson Childcare Academy,,
-111.6346151,40.1232769,0,Jade X Fusion Fitness,,
